QGPIORecord, QRC v6.1.0, 20-12-2021 @ 21:46:05, Windows 10 Version 2009, 10.0.19042, x86_64
Time, yA, yB, r, eA, eB, uA, uB, -, -, -, -, -
603940, -5.96061, -5.97113, -6, -0.0393887, -0.0288701, -3.35174, -3.06343, 0, 0, 0, 0, 0
603951, -6.30422, -5.9536, -6, 0.304223, -0.0464015, -3.3482, -3.06455, 0, 0, 0, 0, 0
603961, -5.96061, -5.96061, -6, -0.0393887, -0.0393887, -3.34465, -3.06583, 0, 0, 0, 0, 0
603970, -5.96412, -6.31474, -6, -0.0358825, 0.314742, -3.34566, -3.06172, 0, 0, 0, 0, 0
603980, -5.95009, -5.94659, -6, -0.0499077, -0.0534139, -3.34681, -3.05782, 0, 0, 0, 0, 0
603991, -6.31825, -5.97464, -6, 0.318248, -0.0253639, -3.34322, -3.059, 0, 0, 0, 0, 0
604001, -5.95009, -6.30072, -6, -0.0499077, 0.300716, -3.33963, -3.05489, 0, 0, 0, 0, 0
604010, -5.96762, -5.96762, -6, -0.0323763, -0.0323763, -3.34073, -3.05088, 0, 0, 0, 0, 0
604020, -5.95009, -6.29721, -6, -0.0499077, 0.29721, -3.34183, -3.04693, 0, 0, 0, 0, 0
604030, -5.96762, -5.97113, -6, -0.0323763, -0.0288701, -3.34293, -3.04292, 0, 0, 0, 0, 0
604041, -5.9536, -5.95009, -6, -0.0464015, -0.0499077, -3.34399, -3.0441, 0, 0, 0, 0, 0
604050, -5.96061, -5.60297, -6, -0.0393887, -0.397026, -3.34513, -3.05077, 0, 0, 0, 0, 0
604060, -6.31124, -5.97113, -6, 0.311235, -0.0288701, -3.3415, -3.05713, 0, 0, 0, 0, 0
604070, -5.94659, -5.94659, -6, -0.0534139, -0.0534139, -3.33805, -3.05836, 0, 0, 0, 0, 0
604081, -5.96762, -5.97113, -6, -0.0323763, -0.0288701, -3.33919, -3.05958, 0, 0, 0, 0, 0
604090, -5.96061, -5.96061, -6, -0.0393887, -0.0393887, -3.34015, -3.0606, 0, 0, 0, 0, 0
604100, -6.30773, -5.9571, -6, 0.307729, -0.0428953, -3.33656, -3.06183, 0, 0, 0, 0, 0
604110, -5.96412, -6.31474, -6, -0.0358825, 0.314742, -3.33292, -3.05777, 0, 0, 0, 0, 0
604121, -5.96061, -5.60999, -6, -0.0393887, -0.390013, -3.33393, -3.0589, 0, 0, 0, 0, 0
604131, -5.9536, -6.30072, -6, -0.0464015, 0.300716, -3.33508, -3.06023, 0, 0, 0, 0, 0
604140, -6.30773, -5.96061, -6, 0.307729, -0.0393887, -3.33158, -3.05633, 0, 0, 0, 0, 0
604150, -5.96762, -5.96762, -6, -0.0323763, -0.0323763, -3.3279, -3.0574, 0, 0, 0, 0, 0
604161, -6.30072, -5.9536, -6, 0.300716, -0.0464015, -3.32431, -3.05858, 0, 0, 0, 0, 0
604171, -6.30422, -5.9536, -6, 0.304223, -0.0464015, -3.31621, -3.05996, 0, 0, 0, 0, 0
604180, -5.96762, -5.96412, -6, -0.0323763, -0.0358825, -3.31258, -3.06119, 0, 0, 0, 0, 0
604190, -6.30773, -5.96061, -6, 0.307729, -0.0393887, -3.30889, -3.06231, 0, 0, 0, 0, 0
604200, -5.96061, -5.96061, -6, -0.0393887, -0.0393887, -3.3053, -3.06349, 0, 0, 0, 0, 0
604211, -6.30072, -6.2937, -6, 0.300716, 0.293704, -3.3018, -3.05969, 0, 0, 0, 0, 0
604220, -5.96762, -5.96762, -6, -0.0323763, -0.0323763, -3.29821, -3.05579, 0, 0, 0, 0, 0
